,sentence,sentiment,topic,sentence_dropped
215,"thầy tận tâm , nhiệt tình , tạo động lực cho sinh viên .",2,0,thầy tận_tâm nhiệt_tình động_lực sinh_viên
216,"thầy giáo tận tình , dạy kỹ , thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên .",2,0,thầy_giáo tận_tình dạy kỹ câu xem_xét mức_độ hiểu_biết sinh_viên
217,cần tăng cương trao đổi giữa sinh viên và giáo viên .,0,1,cần  trao_đổi sinh_viên giáo_viên
218,nói chung là nghe không bao giờ nghe rõ được .,0,3,NOT
219,cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm .,0,0,truyền_đạt giáo_viên NOT sức hút sinh_viên nhiều lắm
220,"cô giáo thân thiện dễ gần , thực hành nhiều .",2,0,cô_giáo thân_thiện thực_hành nhiều
221,chưa tiếp thu trọn vẹn .,0,0,NOT tiếp_thu trọn_vẹn
222,cần cải tiến trang thiết thực hành .,0,2,cần cải_tiến trang 
223,giảng kỹ hơn .,0,0,giảng kỹ
224,còn hơi kéo thời gian .,0,0,hơi kéo
225,có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,2,0,nhiều bài_tập cơ_bản lẫn nâng giảng_viên sửa
226,thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,0,0,thầy hiền kiên_trì giảng_dạy lớp mặc_dù môn_học NOT hứng_thú lắm
227,đôi lúc giảng bài hơi nhanh .,0,0,đôi giảng hơi nhanh
228,có một số buổi không đi dạy .,0,0,NOT đi dạy
229,thầy nhiệt tình và dạy dễ hiểu .,2,0,thầy nhiệt_tình dạy hiểu
230,"có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .",2,3,kiến_thức nền_tảng sinh_viên học  dễ_dàng tiếp_thu công_nghệ nhanh_chóng
231,"cấu trúc đề cương của thầy chưa rõ ràng , lý thuyết chưa được trình bày rõ trong các buổi học .",0,1,cấu_trúc đề_cương thầy NOT rõ_ràng lý_thuyết NOT trình_bày học
232,tài liệu hỗ trợ toàn tiếng anh rất khó học .,0,1,tài_liệu toàn tiếng khó học
233,chưa nhận được gì từ môn học này .,0,3,NOT môn_học
234,"giảng viên không hề giảng dạy , chỉ đưa đề cương rồi thôi .",0,0,giảng_viên NOT giảng_dạy đề_cương
235,bài tập mỗi tuần đều có và đầy đủ .,2,1,bài_tập tuần đầy_đủ
236,em xin cảm ơn .,2,3,cảm_ơn
237,thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,0,0,thầy cần sinh_viên biết học môn tác_dụng học xong
238,đề nghị tăng thời gian thưc hành .,0,1,đề_nghị thưc hành
239,không được làm những chuyện riêng trong lúc dạy thực hành .,0,0,NOT chuyện dạy thực_hành
240,hỗ trợ thêm giáo trình không phải slide cho sinh viên .,0,2,giáo_trình NOT slide sinh_viên
241,cô wzjwz259 rất vui và nhiệt tình .,2,0,cô vui nhiệt_tình
242,"giáo viện nhiệt tình , tận tâm .",2,0,giáo viện nhiệt_tình tận_tâm
243,"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên .",2,1,kiến_thức giảng_viên trình_bày rõ_ràng hiểu sinh_viên
244,cần thêm nhiều kit để thực hành .,0,2,cần nhiều kit thực_hành
245,dạy khó hiểu quá nhanh .,0,0,dạy khó hiểu quá nhanh
246,"luôn gần gũi , tham khảo ý kiến sinh viên và thống nhất cũng sinh viên .",2,0,gần_gũi tham_khảo ý_kiến sinh_viên thống_nhất sinh_viên
247,sắp xếp lịch học bù chưa hợp lý .,0,1,sắp_xếp lịch học bù NOT hợp_lý
248,"nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",0,1,nhà_trường môn_học thời khóa biểu bắt_buộc học_kỳ một sinh_viên giúp nắm biết học  ngành hay NOT
249,thời gian thực hành cần nhiều hơn .,0,1,thực_hành cần nhiều
250,giảng viên rất nhiệt tình trong giảng dạy .,2,0,giảng_viên nhiệt_tình giảng_dạy
251,slide chuẩn bị chưa tốt .,0,1,slide NOT
252,thầy hay đòi hỏi sinh viên những điều hơi quá cao .,0,0,thầy hay đòi_hỏi sinh_viên hơi quá
253,cô giảng hướng dẫn nhiệt tình .,2,0,cô giảng hướng_dẫn_nhiệt_tình
254,"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",0,3,khó  khổ giấy nhỏ mô_hình phức_tạp
255,giảng quá nhiều không đánh vào trọng tâm .,0,0,giảng quá nhiều NOT đánh trọng_tâm
256,"em không muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn , cái sinh viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng dạy , truyền đạt ở giảng viên , ví dụ như cô wzjwz324 , rất dễ hiểu , tận tâm .",0,0,NOT nói mong thầy sinh_viên công_bằng sinh_viên NOT biết NOT cúp tiết giảng_dạy truyền_đạt giảng_viên ví_dụ cô hiểu tận_tâm
257,cô có nhiều hình thức giảng dạy hay .,2,0,cô nhiều hình_thức giảng_dạy hay
258,hơi khó .,0,0,hơi khó
259,thầy đi trễ .,0,0,thầy đi trễ
260,giảng tốt .,2,0,giảng
261,nói mở rộng nhiều vấn đề về môn học .,2,0,nói mở_rộng nhiều môn_học
262,cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .,0,1,cần tăng_cường nội_dung nói sinh_viên giao_tiếp tiếng
263,giảng viên tạo điều kiện làm nhiều bài tập .,0,0,giảng_viên nhiều bài_tập
264,hỗ trợ thêm về các thiết bị dạy và học .,0,2,thiết_bị dạy học
265,ít giải bài tập trên lớp .,0,0,giải bài_tập lớp
266,chia sẻ .,1,1,
267,bám sát nội dung chính .,2,1,bám sát nội_dung
268,cần thêm các đoạn code cho các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê .,0,1,cần đoạn code giải_thuật bổ_sung phương_pháp giải_quyết bài_toán 
269,thông tin đầy đủ về bài tập và các nguồn tham khảo .,2,1,thông_tin đầy_đủ bài_tập tham_khảo
270,"cô tận tâm , nhiệt tình , phương pháp dạy dễ hiểu .",2,0,cô tận_tâm nhiệt_tình phương_pháp dạy hiểu
271,"thầy giảng rất dễ hiểu và thú vị , thu hút .",2,0,thầy giảng hiểu thú_vị thu_hút
272,hướng dẫn chi tiết về cách thực hành .,2,0,hướng_dẫn chi_tiết thực_hành
273,"giảng viên chỉ cho đồ án và giải đáp các yêu cầu đồ án , không cung cấp tài liệu hay hướng dẫn cơ bản , sinh viên tự tìm hiểu với lý do là hệ tài năng nên cần tự xoay sở .",0,0,giảng_viên đồ_án giải_đáp đồ_án NOT cung_cấp tài_liệu hay hướng_dẫn cơ_bản sinh_viên hệ tài_năng cần  sở
274,"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",0,0,môn_học toàn kiến_thức mới_mẻ giảng_viên giảng chi_tiết
275,"đến khi cuối kỳ , chỉ cần sinh viên mắc một sai sót nhỏ thì sẽ rớt môn .",0,1,kỳ cần sinh_viên mắc một sai_sót nhỏ rớt môn
276,"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả .",0,1,cần dạy nội_dung học thực_hành thực_hành môn mạng máy_tính NOT hiệu_quả
277,"thầy dạy hay , tận tình góp ý từng bài .",2,0,thầy dạy hay tận_tình góp_ý
278,"cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .",0,2,cơ_sở vật_chất máy NOT  cắm dụng_cụ thực_hành số_lượng sinh_viên máy  nhiều virus
279,"trên lớp lý thuyết giảng viên yêu cầu sinh viên phải thực hiện đồ án theo những gì mình hướng dẫn , những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn đều bị cho là sai , không phù hợp với đồ án .",0,1,lớp lý_thuyết_giảng_viên sinh_viên đồ_án hướng_dẫn sinh_viên bổ_sung liên_hệ thực_tiễn sai NOT đồ_án
280,thầy giảng bài hay và hiệu quả !,2,0,thầy giảng hay hiệu_quả
281,giảng viên nhiệt tình vui vẻ .,2,0,giảng_viên nhiệt_tình vui_vẻ
282,phòng học nên có rèm che sáng để khi chiếu slide được nhìn rõ hơn .,0,2,phòng học rèm che chiếu slide
283,"chương trình dạy lý thuyết và thực hành nên khớp với nhau hơn , tránh tình trạng thực hành trước khi học lý thuyết .",0,0,chương_trình dạy lý_thuyết thực_hành khớp thực_hành học lý_thuyết
284,"thầy giảng dạy nhiệt tình , dễ hiểu .",2,0,thầy giảng_dạy nhiệt_tình hiểu
285,mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,0,0,mong giảng_viên  dạy_học khoá hiểu
286,"thầy dạy rất có tâm , và giảng cho sinh viên rất nhiều thứ !",2,0,thầy dạy tâm giảng sinh_viên nhiều
287,"nội dung khảo sat quá dài , nhiều mục lặp đi lặp lại , nhiều bạn khảo sát mà không cần đọc , toàn tích chàn .",0,1,nội_dung khảo  quá nhiều  lặp nhiều khảo_sát NOT cần đọc toàn tích 
288,dạy tốt và rất nhiệt tình chỉ dạy hoc sinh .,2,0,dạy nhiệt_tình dạy hoc sinh
289,"nhiệt tình , tân tâm .",2,0,nhiệt_tình tân_tâm
290,"nhưng học mới thấy kiến thức thầy dạy rất hay , bám sát thực tế , thầy dạy rất nhiệt tình , vui vẻ , khác với mọi người nói .",2,0,học kiến_thức thầy dạy hay bám sát thầy dạy nhiệt_tình vui_vẻ nói
291,bài tập rất hay .,2,1,bài_tập hay
292,thầy cô cần cho nhiều dạng bài tập sát với đề thi hơn .,0,0,thầy cô cần nhiều dạng bài_tập sát đề thi
293,"thầy giảng hay nhưng nên tự tin hơn , nói to hơn để học sinh hiểu bài một cách rõ ràng hơn .",2,0,thầy giảng hay tự_tin nói to học_sinh hiểu rõ_ràng
294,"mong thầy vui tính , gần gũi với sinh viên hơn .",2,0,mong thầy vui_tính gần_gũi sinh_viên
295,"giáo viên vui tính , hòa đồng , nhiệt tình .",2,0,giáo_viên vui_tính hòa đồng nhiệt_tình
296,cung cấp kiến thức trọng tâm .,2,1,cung_cấp kiến_thức trọng_tâm
297,cố gắng truyền đạt một cách tốt nhất để sinh viên được hiểu .,2,0,cố_gắng truyền_đạt sinh_viên hiểu
298,giọng của giảng viên nhỏ dù đã sử dụng micro .,0,0,giọng giảng_viên nhỏ micro
299,"dù phương pháp học tập này khá hiệu quả nhưng vẫn có chút nào đó nghi ngờ từ phần thuyết trình của các bạn , liệu các kiến thức đó có chuẩn xác và cập nhật chưa .",1,1,phương_pháp học_tập hiệu_quả chút  thuyết_trình liệu kiến_thức chuẩn_xác cập_nhật NOT
300,giáo viên có phong cách giảng dạy nghiêm túc .,2,0,giáo_viên phong_cách giảng_dạy nghiêm_túc
301,"cô rất vui tính nà , không khí lớp lúc nào cũng vui hết , cô dạy rất hay , dễ hiểu !",2,0,cô vui_tính nà không_khí lớp vui cô dạy hay hiểu
302,"giảng viên giảng dạy rất tốt , thường xuyên cung cấp thêm nhiều kiến thức .",2,0,giảng_viên giảng_dạy thường_xuyên cung_cấp nhiều kiến_thức
303,"thầy luôn nhiệt tình , có những chia sẻ rất gần gũi với sinh viên .",2,0,thầy nhiệt_tình gần_gũi sinh_viên
304,có khả năng truyền đạt tốt .,2,0,khả_năng truyền_đạt
305,thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3 .,0,1,NOT khó nội_dung lớp chuyên trường ba
306,thầy dạy tận tụy và tâm huyết .,2,0,thầy dạy tận_tụy tâm_huyết
307,thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người !,0,0,thầy dạy môn_học kết_quả thay_vì rớt nhiều
308,lịch thi thực hành cần được thông báo sớm tới sinh viên và phù hợp với thời gian môn học .,0,1,lịch thi thực_hành cần thông_báo sinh_viên môn_học
309,cô nên giảng kỹ và chi tiết từng bài vì nhiều bài đa số các bạn chưa hiểu thì cô lại giảng nhanh để chuyển qua bài khác .,0,0,cô giảng kỹ chi_tiết nhiều đa_số NOT hiểu cô giảng nhanh
310,dạy tốt đúng trọng tâm những gì cần biết .,2,0,dạy đúng trọng_tâm cần biết
311,"nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu .",2,0,nhiệt_tình lên_lớp đúng giờ dạy hiểu
312,"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm .",0,3,buồn_ngủ lên_lớp ngủ ngủ lớp đau lưng   lắm
313,cơ mà em học môn này em hiểu colonlove .,2,3,học môn hiểu colonlove
314,thiếu kinh nghiệm truyền đạt .,0,2,NOT kinh_nghiệm truyền_đạt
315,bài giảng thú vị .,2,1,giảng thú_vị
316,em nghĩ nội dung thực hành nên gần với đồ án hơn .,0,1,nội_dung thực_hành đồ_án
317,thầy nhiệt huyết và giảng bao quát đề cập đến nhiều khía cạnh của bài học vấn đề .,2,0,thầy nhiệt_huyết giảng bao_quát đề_cập nhiều khía_cạnh 
318,giảng viên giảng bài kỹ .,2,0,giảng_viên giảng kỹ
319,"hệ thống đồ án chấm điểm theo mức độ hoàn thành của sinh viên , tạo sự ganh đua không hề nhẹ với những nhóm làm chung đồ án , kích thích sáng tạo không ngừng tìm hiểu xây dựng thêm chức năng mới cho đồ án nếu muốn được điểm cao .",2,1,hệ_thống đồ_án chấm mức_độ hoàn_thành sinh_viên ganh_đua NOT nhẹ đồ_án kích_thích sáng_tạo NOT ngừng xây_dựng chức_năng đồ_án điểm_cao
320,"nhiệt tình , tâm huyết .",2,0,nhiệt_tình tâm_huyết
321,ít chú trọng phần ngữ pháp .,0,1,chú_trọng ngữ_pháp
322,"giảng viên còn chưa tận tâm , phong cách giảng dạy chưa thu hút được sinh viên .",0,0,giảng_viên NOT tận_tâm phong_cách giảng_dạy NOT thu_hút sinh_viên
323,"giảng rất dễ hiểu , hướng dẫn làm thực hành tốt .",2,0,giảng hiểu hướng_dẫn thực_hành
324,"thầy dạy rất nhiệt tình , khi dạy thầy luôn đi tới từng sinh viên để hướng dẫn .",2,0,thầy dạy nhiệt_tình dạy thầy đi sinh_viên hướng_dẫn
325,giảng viên nhiệt tình trong giảng dạy và chấm điểm .,2,0,giảng_viên nhiệt_tình giảng_dạy chấm
