,index,comment,n_star,date_time,label,category,sentiment
89,89,ngon ủng_hộ vượng đi v pin trâu mượt_mà tính_năng thú_vị đặc_biệt trả_lời nhắn wp mười,5,19/02/2020,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"FEATURES, BATTERY, GENERAL, SER&ACC","Positive, Positive, Positive, Positive"
90,90,trải nghiệm tuyệt_vời pin ổn màn_hình NOTNEG rổ duy_nhất chụp ảnh xóa_phông vật_thể NOTPOS camera tele,4,4/11/2019,{SCREEN#Positive};{CAMERA#Negative};{BATTERY#Positive};{GENERAL#Positive};,"SCREEN, CAMERA, BATTERY, GENERAL","Positive, Negative, Positive, Positive"
91,91,điện_thoại ổn cảm_biến vân pin hơi tệ giá,4,20/11/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Positive};,"FEATURES, BATTERY, GENERAL","Negative, Negative, Positive"
92,92,đầu mua lỗi mạng đơ dag nhắn_tin youtube facebook lướt nhảy out màng amoled đẹp chả đẹp chụp hình tệ xấu gọi video thua opo f7 nửa mua nhu_cầu chụp hình đừng mua dòng bin bốn nghìn lẻ mười lăm nghìn sáu trăm f7 được_cái sax đem đi đỗi,3,1 tuần trước,{SCREEN#Negative};{CAMERA#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,"SCREEN, CAMERA, BATTERY, PERFORMANCE, GENERAL","Negative, Negative, Neutral, Negative, Negative"
93,93,mua màn_hình lỗi chấm xanh màn_hình cảm_ứng hơi đơ loa hơi rè rè điện_máy xanh bảo_hành màn_hình buồn giá đổi NOTPOS cảm_thấy hối_hận mua máy,1,25/11/2019,{SCREEN#Negative};{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};,"SCREEN, FEATURES, PRICE, GENERAL","Negative, Negative, Negative, Negative"
94,94,máy lỗi kết_nối bluetoth đổi máy tình_trạng kết_nối chập_chờn bao_giờ xài samsung mà_lại hài hài_lòng bây_giờ,3,17/01/2020,{FEATURES#Negative};{SER&ACC#Negative};,"FEATURES, SER&ACC","Negative, Negative"
95,95,điện_thoại pin trâu mượt bắt wifi cực thỉnh_thoảng máy đơ thoát máy cập_nhật m yêu l mười hai,4,8/7/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,"FEATURES, BATTERY, PERFORMANCE, GENERAL","Positive, Positive, Neutral, Positive"
96,96,bảo điện_thoại game nóng mua chiến liên_quân 4h liên_tục ấm NOTNEG đồn vũng chẳng ngon,5,4/3/2020,{PERFORMANCE#Neutral};{GENERAL#Positive};,"PERFORMANCE, GENERAL","Neutral, Positive"
97,97,máy game lướt web sử_dụng pin mười sáu tiếng ngủ ngủ chẳng động NOTPOS hai mn hai nhạc cà_giật cà_giật khó_chịu video mờ chán ok EMOPOSITIVE,3,3/12/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, GENERAL","Negative, Negative, Neutral, Positive"
98,98,nói_chung ổn giá nhược_điểm selfie tám mươi mươi nét chuẩn a5s,3,14/07/2020,{CAMERA#Negative};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, PRICE, GENERAL","Negative, Neutral, Positive"
99,99,cam ứng pin hơi mau sac biêt mai_mốt câp nhật,3,14/08/2020,{CAMERA#Negative};{BATTERY#Neutral};{OTHERS};,"CAMERA, BATTERY","Negative, Neutral"
100,100,suy_nghĩ kỹ mua bắt sóng yếu hai camera lâu_lâu lỗi game giật lát ram đa_phần ram ảo áo mua test cửa_hàng thế_giới di_động chất_lượng mong_muốn mua,2,18/07/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};,"CAMERA, FEATURES, PERFORMANCE","Negative, Negative, Negative"
101,101,pin trâu xạc chiến game ngon bắt sóng tệ xài rớt mạng e tắt khởi_động,3,2 tuần trước,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};,"FEATURES, BATTERY, PERFORMANCE","Negative, Positive, Positive"
102,102,game ổn_định cấu_hình trung_bình lâu_lâu lag pin xài sạc pin giá tám triệu như_vậy ok POSITIVE,4,20/02/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Neutral};,"BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Neutral, Neutral, Neutral"
103,103,sản_phẩm thiết_kế đẹp giá hãng bảo_hành pin đi chụp ảnh đẹp tuyệt_vời POSITIVE,5,7/9/2018,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{SER&ACC#Positive};,"CAMERA, BATTERY, DESIGN, PRICE, SER&ACC","Positive, Positive, Positive, Neutral, Positive"
104,104,k bk cập nhập lỗi xài lag điện_thoại hôm_nay nhắn_tin mesenger lag soạn xog chữ NOTPOS đánh xog sô tiền mua sản_phẩm thất_vọng,2,1/6/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,"PERFORMANCE, PRICE, GENERAL","Negative, Negative, Negative"
105,105,hai buồn máy như_ý mua tuần pin trâu vân NOTPOS khóa màn_hình sơ_hở tắt khóa loạn cảm_ứng gọi lung_tung tiền phiền haiz sai mua nhân_viên tgd vui_vẻ nhiệt_tình chê máy chê thái_độ phục_vụ,1,25/12/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Positive};,"FEATURES, BATTERY, GENERAL, SER&ACC","Negative, Negative, Negative, Positive"
106,106,mua ma tụt pin vạy sắc pin pin trâu het xài mươi tụt 10phan trăm pin roi,1,8/2/2020,{BATTERY#Negative};,BATTERY,Negative
107,107,loa lâu_lâu rè phần_mềm phần_cứng tắt màn_hình,3,2/2/2020,{FEATURES#Negative};,FEATURES,Negative
108,108,cảm_nhận sử_dụng năm_tháng máy ok pin cấu_hình game ổn camera NOTPOS xị,5,14/08/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,"CAMERA, BATTERY, PERFORMANCE, GENERAL","Negative, Positive, Positive, Positive"
109,109,mới_đầu sử_dụng thi ổn cảm_ứng chạm giật lác treo máy thường_xuyên gọi zalo ma treo máy chán NEGATIVE,1,18/03/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,"FEATURES, PERFORMANCE, GENERAL","Negative, Negative, Negative"
110,110,máy đẹp màn to tràn mượt trâu nv nhiệt_tình vó quà tặng galaxy đi lòi mảng họng bốn máy mua phụ_huynh,4,28/12/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};,"SCREEN, BATTERY, PERFORMANCE, DESIGN, SER&ACC","Positive, Positive, Positive, Positive, Positive"
111,111,minh dung e lỗi chân sac pin tích_hợp ứng_dụng công_năng vì_thế thời_tiết ẩm_ướt sạc pin mua máy hôm sạc pin tbh s trả_lời lỗi ro dính tư_vấn thay cụm chân sạc nếư đồng_ý thanh_toán 1tr,1,10/4/2020,{DESIGN#Negative};{OTHERS};,DESIGN,Negative
112,112,e tám pro trừ xài 3g game lag kinh_khủng ok pin trâu,3,27/10/2019,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,"FEATURES, BATTERY, PERFORMANCE, GENERAL","Negative, Positive, Neutral, Positive"
113,113,camera kém 48 chấm mười sáu chấm samsung tạm chấp_nhận giá tiền đấy,4,19/07/2019,{CAMERA#Negative};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, PRICE, GENERAL","Negative, Neutral, Positive"
114,114,bảy đánh_giá mượt game ok chức_năng rung báo gọi bé đút_túi quần phát_hiện đôi_khi lỗi cuộc_gọi đầu dây kia khởi_động tắt chức_năng báo nhắn zalo NOTPOS,2,20/06/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{OTHERS};,"FEATURES, PERFORMANCE","Negative, Positive"
115,115,xài mượt sạc pin trâu chụp ảnh tạm ổn game kiểu NOTNEG tóm vô đối tầm giá,5,29/11/2019,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL","Neutral, Positive, Positive, Neutral, Positive"
116,116,camera chụp tỷ_lệ mười mươi bốn ảnh ok cấu_hình chạy ổn mượt game hơi nóng máy,5,29/10/2019,{CAMERA#Neutral};{PERFORMANCE#Neutral};,"CAMERA, PERFORMANCE","Neutral, Neutral"
117,117,mấy xài máy vismart realme wifi yếu tắt dịch_vụ vị_trí bật max POSITIVE,5,5/5/2020,{FEATURES#Neutral};{SER&ACC#Neutral};{OTHERS};,"FEATURES, SER&ACC","Neutral, Neutral"
118,118,máy ổn_định NOTNEG game mượt_mà ổn_định NOTNEG máy nói_chung game mua máy camera ok pin trâu sạc nhân_viên nhiệt_tình POSITIVE,5,15/07/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, GENERAL, SER&ACC","Positive, Positive, Positive, Positive, Positive"
119,119,mua a9 10tháng nói_chung ok lỗi game,4,28/07/2020,{GENERAL#Positive};{OTHERS};,GENERAL,Positive
120,120,mua thật_sự mượt lắm camera đẹp góc rộng mua màu xanh đối_với chip exynos chín nghìn sáu trăm mười samsung ổn pin bốn nghìn mah xài xuyên suốt hai,5,23/03/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Neutral};{OTHERS};,"CAMERA, BATTERY, PERFORMANCE, DESIGN","Positive, Positive, Positive, Neutral"
121,121,cấu_hình tầm giá trừ kiểu_dáng kém mạnh_mẽ aple gốc cạnh iphone se đẹp hơi tiếc,4,8/7/2020,{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{OTHERS};,"PERFORMANCE, DESIGN, PRICE","Positive, Negative, Neutral"
122,122,mua hồi tối cảm_thấy sản_phẩm hình đẹp game mượt pin ok bắt song 4g hơi kém tp,5,5/8/2020,{SCREEN#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};,"SCREEN, FEATURES, BATTERY, PERFORMANCE","Positive, Negative, Positive, Positive"
123,123,pin tệ xài kiểm_tra ứng_dụng ngầm chiều hai mươi uổng_phí mua nhân_viên tư_vấn xài lắm xem_lại tư_vấn ng mua hàng đừng nói_dối hàng nghỉ quyền_lợi ng tiêu_dùng,1,2/11/2019,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,"BATTERY, GENERAL, SER&ACC","Negative, Negative, Negative"
124,124,máy ngon xài ok tầm gia ok ngon samsung chạy mượt chụp xóa_phông ok ưng_ý sạc 30p bảy mươi đi sạc gấp xài chuẩn siêu tiết_kiệm pin,5,3 tuần trước,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL, SER&ACC","Negative, Positive, Positive, Neutral, Positive, Positive"
125,125,máy tiền lưu_ý anh_em thay cục sạc nhẹ đỡ nóng máy trai pin sạc 30w nóng lắm hãng,5,22/05/2020,{GENERAL#Positive};{SER&ACC#Neutral};,"GENERAL, SER&ACC","Positive, Neutral"
126,126,máy khóa khuôn_mặt hơi đợi mấy giây liên_quân dung_lượng pin bốn nghìn lẻ mươi mah hai camera tạm POSITIVE,4,16/09/2019,{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Neutral};,"CAMERA, FEATURES, BATTERY, PERFORMANCE","Neutral, Negative, Neutral, Neutral"
127,127,tui mua thế_giới di_động 1tr4 rẽ tui mua máy yếu đập pin cùi,2,21/05/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};,"BATTERY, PERFORMANCE, PRICE","Negative, Negative, Negative"
128,128,máy xài chê cảm_ứng vân NOTPOS bấm mấy POSITIVE,4,14/09/2019,{FEATURES#Negative};{GENERAL#Positive};,"FEATURES, GENERAL","Negative, Positive"
129,129,tệ mười triệu màn_hình lỗi cảm_ứng đa liên_quân tệ tệ ức_chế,1,7/5/2019,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};,"FEATURES, PRICE, GENERAL","Negative, Neutral, Negative"
130,130,thật_sự máy mượt camera đẹp nét màn_hình hiển_thị đẹp pin trâu lắm,5,4/5/2019,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};,"SCREEN, CAMERA, BATTERY, PERFORMANCE","Positive, Positive, Negative, Positive"
131,131,sản_phẩm thiết_kế đẹp_mắt pin bao trâu mực sạc vô pin mau EMOPOSITIVE,5,22/05/2020,{BATTERY#Positive};{DESIGN#Positive};,"BATTERY, DESIGN","Positive, Positive"
132,132,mua test mấy game ok cảm_biến vân NOTPOS lắm,5,22/06/2019,{FEATURES#Negative};{PERFORMANCE#Neutral};,"FEATURES, PERFORMANCE","Negative, Neutral"
133,133,máy xài ok bắt wifi tệ lag vân tệ nhận_diện khuôn_mặt ok NOTPOS bắt sóng wifi,2,10/8/2019,{FEATURES#Neutral};{GENERAL#Positive};,"FEATURES, GENERAL","Neutral, Positive"
134,134,tuyệt_vời vsmart oy pin trâu kinh_khủng_khiếp thiết_kế màn_hình 6 t inch đẹp POSITIVE,5,19/02/2020,{SCREEN#Positive};{BATTERY#Positive};{GENERAL#Positive};,"SCREEN, BATTERY, GENERAL","Positive, Positive, Positive"
135,135,pin trâu game mượt cấu_hình ổn hiệu_năng tuyệt_vời camera chức_năng ổn tầm giá mua vivo opo realme phân khúc,5,8/8/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL, SER&ACC","Positive, Positive, Positive, Neutral, Positive, Positive"
136,136,mua tgd nhân_viên tư_vấn nhiệt_tình chu_đáo máy pin hơi tụt một_chút tạm chấp_nhận ok POSITIVE,4,24/06/2019,{BATTERY#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, GENERAL, SER&ACC","Neutral, Positive, Positive"
137,137,sefie màu_da vàng_khè nút ứng_dụng mờ NOTPOS nét tầm giá thất_vọng mua hom thực_sự đổi,3,2/10/2019,{SCREEN#Negative};{CAMERA#Negative};{PRICE#Neutral};{GENERAL#Negative};{OTHERS};,"SCREEN, CAMERA, PRICE, GENERAL","Negative, Negative, Neutral, Negative"
138,138,máy tiện_lợi lớn_tuổi mua nội máy trang_bị viên tuyệt_vời POSITIVE,5,11/9/2019,{BATTERY#Neutral};{OTHERS};,BATTERY,Neutral
139,139,máy xài mượt chụp đêm ảnh thu tiếc điều_kiện hốt s20 ultra ngon,5,7/3/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{OTHERS};,"CAMERA, PERFORMANCE","Positive, Positive"
140,140,máy bắt mạng kém đôi game đơ bực_mình thất 5tr mua máy thất_vọng NEGATIVE,1,16/07/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};,"FEATURES, PRICE, GENERAL","Negative, Neutral, Negative"
141,141,mua bảy sạc tám tiếng sạc game mạng đọc tin_tức pin chín mươi tám nạn ghê NEGATIVE,4,3/4/2020,{BATTERY#Negative};,BATTERY,Negative
142,142,mua tạm ổn thất_vọng pin mag tiếng dung_lượng pin nghìn xài hụt pin opo f1 40mah yên 10t đụng vô bật bất_kỳ ứng_dụng chương_trình tụt 10 tại_sao,3,6/8/2020,{BATTERY#Negative};{GENERAL#Neutral};{OTHERS};,"BATTERY, GENERAL","Negative, Neutral"
143,143,máy m7 hôm_nay hôm máy lỗi đen màn gọi rung nhấn rung màn đầu khởi_động hai gọi tổng_đài bảo retore cài_đặt gốc gọi tổng_đài bảo quán nhân_viên vọc tí khởi_động bảo máy bình_thường đổi tin_tưởng tgd mua hàng bh kiểu dè thất_vọng vô_cùng,1,13/04/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};{OTHERS};,"PERFORMANCE, SER&ACC","Negative, Negative"
144,144,máy mua sử_dụng bình_thường mua chiến game đừng mua pubg gyroscop chậm giây ghìm giật phát độ ổn_định mua xong hai mươi giá_trị ban_đầu đừng mua game game mua dòng xiaomi chất,3,18/04/2020,{PERFORMANCE#Negative};{OTHERS};,PERFORMANCE,Negative
145,145,máy hệ điều_hành mượt_mà camera đẹp chụp pin khỏe sac,5,16/08/2018,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, GENERAL","Positive, Positive, Positive, Positive"
146,146,ổn pubg ngắm kéo mãi đéo đi loạn cmn cảm_ứng chán NEGATIVE,2,24/05/2019,{FEATURES#Negative};{GENERAL#Positive};,"FEATURES, GENERAL","Negative, Positive"
147,147,chê e xài ổn pin trâu xài cã vivu wifi 3g ổn cã nhận_diện khuôn_mặt hơi chậm vân củng NOTPOS lắm ngoài_ra tất cã ổn tầm tiền,5,10/7/2020,{FEATURES#Neutral};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,"FEATURES, BATTERY, PRICE, GENERAL","Neutral, Positive, Neutral, Positive"
148,148,vsmart active ổn giá_cả chúc tập_đoàn vingroup ngày_càng vương cao_sản_xuất sản_phẩm thông_minh hơn_nữa,5,24/02/2020,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"PRICE, GENERAL, SER&ACC","Positive, Positive, Positive"
149,149,sản_phẩm ngon_lành tầm giá mua phụ_huynh máy pin trâu sóng điện_thoại POSITIVE,5,17/02/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"FEATURES, BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Neutral, Positive"
150,150,mua máy bốn hôm tất ổn chiến game pubg liên_quân cập_nhật pin ổn có_thể xài tuy_nhiên chiến game facebok lướt tý dấu_hiệu hơi khựng đi kéo trang ứng_dụng vẽ facebok NOTPOS tối_ưu kĩ s,4,18/07/2019,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};,"BATTERY, PERFORMANCE, GENERAL","Positive, Neutral, Positive"
151,151,mua hồi màn_hình đơ lag pin tụt 5p pin sử_dụng bất_kì ứng_dụng mk chế_độ tiết_kiệm pin trang_bị sạc sạc chậm hai tiếng sạc hai mươi 10 mic ngk EMONEGATIVE,1,3 ngày trước,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,"FEATURES, BATTERY, PERFORMANCE","Negative, Negative, Negative"
152,152,e cam cấn nhẹ nứt đường thiết_nghĩ mua ốp lưng bảo_vệ cụm cam dán cường_lực tầm giá nv hàng nhiệt_tình,4,6/4/2020,{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"DESIGN, PRICE, GENERAL, SER&ACC","Negative, Neutral, Positive, Positive"
153,153,thiết_kế đẹp chụp hình sắc nét cảm_ứng mượt_mà pin hai phù_hợp tầm giá,5,8/6/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Neutral};,"CAMERA, FEATURES, BATTERY, DESIGN, PRICE, GENERAL","Positive, Positive, Positive, Positive, Neutral, Neutral"
154,154,máy xài ổn_định pin xài mạng mẽo ok tội cuộc_gọi data,5,5/5/2020,{FEATURES#Neutral};{BATTERY#Positive};{GENERAL#Positive};,"FEATURES, BATTERY, GENERAL","Neutral, Positive, Positive"
155,155,người_ta mua bình_luận bil đẹp mua máy bảy đi bảo_hành thay hai men khắc_phục tình_trạng rớt wifi chập_chờn redmi thất_vọng NEGATIVE,1,2 tuần trước,{FEATURES#Negative};{GENERAL#Negative};{OTHERS};,"FEATURES, GENERAL","Negative, Negative"
156,156,mua sản_phẩm đẹp ưng_ý NOTNEG mua sản_phẩm tuyệt_vời giá_như màu xanh mua,5,17/12/2019,{DESIGN#Positive};{GENERAL#Positive};{OTHERS};,"DESIGN, GENERAL","Positive, Positive"
157,157,pin bốn nghìn trăm tụt lướt lướt đêm nhân_viên kêu cắm sạc đêm vân nhận_diện chậm ổn mười lite ko,2,29/03/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Positive};{OTHERS};,"FEATURES, BATTERY, GENERAL","Negative, Negative, Positive"
158,158,máy mượt bắt sóng kém sạc pin nóng pin hao mua mấy giá 50k,4,29/02/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};{PRICE#Negative};,"FEATURES, BATTERY, PERFORMANCE, PRICE","Negative, Negative, Positive, Negative"
159,159,mua cảm_thấy hài_lòng pin trâu liên_quân 3g liên_tục 6 7 tiếng bốn mươi pin máy đẹp sạc mươi trăm hai tiếng nhân_viên chu_đáo nhiệt_tình POSITIVE,5,13/02/2020,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, DESIGN, GENERAL, SER&ACC","Positive, Positive, Positive, Positive"
160,160,sản_phẩm ổn tội vân nhân_viên nhiệt_tình pin trâu đêm tụt,4,8/7/2020,{FEATURES#Negative};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"FEATURES, BATTERY, GENERAL, SER&ACC","Negative, Positive, Positive, Positive"
161,161,máy kém kém video gọi video máy nóng than pin chon bao_giờ hàng samsung,1,21/05/2020,{CAMERA#Negative};{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,"CAMERA, BATTERY, GENERAL, SER&ACC","Negative, Negative, Negative, Negative"
162,162,mua pin xài ok pin sạc 30w cắm sạc hai mươi trăm 5p pin hơi tệ lỗi,3,4/7/2020,{BATTERY#Negative};{OTHERS};,BATTERY,Negative
163,163,nhật_kí cuộc_gọi hai sim hiện sim cuộc_gọi gọi sim ok,3,14/04/2020,{FEATURES#Negative};{GENERAL#Positive};,"FEATURES, GENERAL","Negative, Positive"
